       Unnamed: 0          gene_id                           gene_type     logFC    AveExpr
1278         1285              NaN                                 TEC  0.146428   4.172734
1279        11967         GAPDHP36                processed_pseudogene -0.134029   4.781137
1280        12125             RP11                           antisense  0.134680   3.555091
1281         5090             RP11                           antisense -0.138399   2.631820
1282        13846             HADH                      protein_coding  0.138559  -0.147551
1283         2829             RP11                             lincRNA -0.142860  -0.358466
1284        14515             RP11                             lincRNA  0.168794   0.570944
1285         3874           GOT2P2                processed_pseudogene  0.140293   2.917959
1286         6753            RGPD2                      protein_coding  0.140314   3.629279
1287         7630           GNAQP1                processed_pseudogene -0.168063  -0.882839
1288        18756             RP11                           antisense  0.149810  -1.039187
1289        11474             RP11                processed_pseudogene  0.172988  -0.571150
1290         6957         AC009237                processed_pseudogene  0.130441   4.230714
1291        10585        HNRNPA3P8                processed_pseudogene  0.159522  -0.990468
1292        12347         AC024560  transcribed_unprocessed_pseudogene  0.139619   7.507106
1293        10079             UCN2                      protein_coding  0.142470   5.137903
1294         1049            EIF3I                      protein_coding  0.130469   2.637700
1295        18287              NaN                      protein_coding -0.128388   8.978649
1296         2899           ITGA10                      protein_coding -0.148074   0.846362
1297          374             MTOR                           antisense  0.139385  10.907182
1298        13470             RP11                           antisense  0.131063   4.026045
1299         1965             RP11                             lincRNA -0.129650   3.342663
1300         3343             RP11                           antisense  0.148137   1.170376
1301         7114         AC073987                processed_pseudogene -0.131312   5.790312
1302         5553           MYCNOS                           antisense  0.151661  -0.651233
1303        18000            GFOD1                           antisense  0.131722   0.995185
1304        12562           PSAPL1                      protein_coding  0.126721   1.417378
1305         8142              SP9                      protein_coding -0.119621   1.736852
1306        17899        RN7SL554P                            misc_RNA  0.133546  -0.708562
1307        14957             RP11                             lincRNA  0.127365   3.587648
1308        10021           PRSS42                      protein_coding -0.193380  -0.430197
1309         3340              NaN                               miRNA -0.153954   2.873763
1310        10676             RP11                processed_pseudogene -0.129085   5.942499
1311        13789         PABPC1P7                processed_pseudogene  0.129138   1.575770
1312         4080              GS1                      sense_intronic -0.131555   5.454268
1313        14441            NPY2R                      protein_coding  0.165019   0.554660
1314         2683       HNRNPA1P43                processed_pseudogene  0.129033   6.669414
1315         7866            FMNL2                      protein_coding  0.145542   1.250585
1316         1642          MIR5095                               miRNA  0.136788  -0.459909
1317        12681             RP11                             lincRNA -0.119521   1.844499
1318         7416            Y_RNA                            misc_RNA -0.184187   1.469442
1319         2870          SRGAP2B                      protein_coding -0.140027   5.187471
1320        11149             RP11                      protein_coding  0.154108   1.803827
1321         6357         AC012370                      sense_intronic -0.138404   3.059772
1322         7353             RP11                processed_pseudogene  0.176315   0.211561
1323         3040            BOLA1                      protein_coding  0.175866  -0.913052
1324        11082           ENO1P3                processed_pseudogene  0.132198   1.637605
1325         7015              NaN                     IG_V_pseudogene -0.176045   0.312698
1326        18744             RP11                processed_transcript -0.130970   2.763970
1327        16052              CTC                processed_pseudogene -0.135719   6.749411
1328          828              RP1                processed_pseudogene -0.135628   8.321925
1329        16588             RP11                processed_pseudogene -0.126528   4.172463
1330         8417         AC006196                             lincRNA  0.176002  -1.196487
1331         1787              NaN                             lincRNA -0.130245   5.792740
1332         5805            WDR43                      protein_coding  0.126045   2.399651
1333        13338             RP11              unprocessed_pseudogene -0.131299   6.337924
1334         2930              RP4                             lincRNA  0.136702  -1.095728
1335         6605         AC012494                             lincRNA -0.177655   0.496216
1336        15549             HCN1                      protein_coding  0.132719   1.570210
1337        13411        RN7SL218P                            misc_RNA  0.145810   2.712687
1338        11077             RP11                processed_pseudogene  0.142919   9.146139
1339         8254             RP11                             lincRNA -0.128452   5.143735
1340        10662          WDR82P1                processed_pseudogene -0.133839   4.947914
1341        13455           SCARB2                      protein_coding -0.140879   0.075949
1342        15844             SMN2                      protein_coding -0.124518   3.931991
1343         6393         AC017083                processed_pseudogene  0.143958   5.788095
1344         2711            CD101                      protein_coding  0.121174   4.268445
1345        17182           SLC6A7                      protein_coding  0.140351   0.760324
1346         3848            VAMP4                      protein_coding  0.142280   4.489988
1347        15842          CDH12P2              unprocessed_pseudogene -0.129623   8.012176
1348        18115         SPTLC1P2                processed_pseudogene  0.155166   2.362745
1349        12251         AC090505                processed_pseudogene -0.136843   5.824719
1350        17568             CLTB                      protein_coding  0.117226   4.910913
1351         5172         RN7SKP55                            misc_RNA -0.135333   2.436143
1352        15143            FBXL7                      protein_coding  0.131504   0.314479
1353         2894           POLR3C                      protein_coding  0.153741  -0.540224
1354         9754        RNA5SP128                     rRNA_pseudogene  0.136848   1.070227
1355         9214            UBE2F                      protein_coding  0.134949   0.201049
1356         1382            KDM4A                      protein_coding  0.140446   2.859925
1357         4667          XRCC6P3                processed_pseudogene  0.128438   3.784533
1358         4289          MIR1231                               miRNA  0.124338   6.367632
1359        15988            CRHBP                      protein_coding -0.132292   3.550516
1360         1991             RP11                           antisense  0.136080   1.655146
1361          725          MIR4684                               miRNA -0.130231   4.567309
1362        18459           HCG19P                processed_pseudogene -0.117727   3.511106
1363         7451         AC062020                             lincRNA -0.131809   4.823665
1364         7677         AC010890                           antisense -0.131556   6.861784
1365         4941            SPRTN                      protein_coding -0.126276   5.541503
1366         4065             SMG7                      protein_coding -0.126360   1.373103
1367        18080             RNU6                               snRNA -0.166146   1.310145
1368         8957         AC073641                           antisense  0.140065   5.756478
1369         2743             RP11                           antisense  0.158562  -0.288675
1370         2421            AMY2A                      protein_coding -0.130970   4.812556
1371         5393         AC107057                           antisense -0.132286   6.256899
1372        15282             RNU6                               snRNA  0.157013   4.662040
1373        12116              NaN                            misc_RNA -0.143173   8.827504
1374        13386       RNU6ATAC5P                               snRNA  0.121576   3.455584
1375         7113         AC073987                             lincRNA -0.132331   4.506723
1376        15951              CTD                             lincRNA -0.129304   6.167680
1377        10823         KIAA1524                      protein_coding  0.132656   7.304505
1378        12881             RP11                             lincRNA  0.134916   4.551311
1379        11953           ACTL6A                      protein_coding  0.149578   0.509775
1380        16401          TMEM232                      protein_coding -0.132649   2.562021
1381         4758             RP11                      sense_intronic -0.139630   1.015724
1382        12693             RP11                             lincRNA  0.150674  -0.743159
1383        14389        RN7SL446P                            misc_RNA  0.125885   2.000661
1384         9249          NDUFA10                      protein_coding -0.121525   4.894719
1385        16681              NaN                               miRNA  0.150297  -0.677358
1386         6308         AC074367                processed_pseudogene -0.125787   5.974344
1387         6455            FIGLA                      protein_coding -0.127734   0.509585
1388         4466             YOD1                      protein_coding -0.136981  -0.533236
1389        10529             RP11                             lincRNA  0.157356   1.021684
1390        15147          MARCH11                      protein_coding  0.131267  -0.191249
1391        17136              CTD                           antisense -0.125908   4.568617
1392         9381             GRM7                             lincRNA  0.130947  -0.549725
1393         3190            LCE1F                      protein_coding  0.146441   1.586401
1394        16378           FBXL17                      protein_coding -0.143347   4.503793
1395         2736            TBX15                      protein_coding -0.128859   4.802913
1396        17651          ZNF354B                      protein_coding  0.177058  -0.216146
1397        10000             RP11                           antisense  0.176792  -0.906479
1398         9037           TPM3P8                processed_pseudogene  0.152214  -0.628785
1399        18960            RRP36                      protein_coding  0.163608   5.043748
1400         9635            RPL15                      protein_coding  0.139729  -1.345438
1401        11254             RP11                           antisense  0.134373  -0.671399
1402        14548        TRIM60P14                processed_pseudogene  0.126645   0.409090
1403         2912            RNVU1                               snRNA  0.130268  -0.605948
1404        14584           SPOCK3                      protein_coding  0.133902   1.032458
1405        18770            ZNF76                      protein_coding  0.126949   2.017740
1406        10773             RP11                             lincRNA  0.122676   3.098641
1407        18791             CLPS                      protein_coding  0.150444  -1.444970
1408          817            SEPN1                      protein_coding -0.131242   6.871469
1409        13317           UGT2B7                      protein_coding  0.137517   0.621065
1410         9084           COPS7B                      protein_coding  0.152068  -0.335903
1411        16509             RP11                             lincRNA  0.134692   4.562721
1412         3588             RP11                processed_pseudogene  0.151471   0.170214
1413        10499             RP11                processed_pseudogene  0.138756  -0.947843
1414         9794             RP11                             lincRNA  0.145353   1.719811
1415        12800           ZCCHC4                      protein_coding  0.139810  -1.153936
1416         6205          MIR216B                               miRNA  0.127449   4.749514
1417        10831            MORC1                      protein_coding  0.127006  11.542688
1418        11165          SEC61A1                      protein_coding -0.126360   3.735886
1419         8377        RN7SKP179                            misc_RNA  0.136492   1.512338
1420         5650         AC012506                             lincRNA -0.123816   5.341780
1421         9646         AC133680                             lincRNA  0.165866  -0.659100
1422         4716         NDUFB1P2                processed_pseudogene  0.137719   4.435654
1423        15184              NaN                      protein_coding  0.190271  -1.281765
1424         5800         AC097724                           antisense  0.157827   0.625943
1425         6970           STARD7                processed_transcript  0.122854   3.199886
1426         2338         MIR137HG                             lincRNA  0.125899   0.370799
1427        16759           SEC24A                      protein_coding  0.152955  -0.527378
1428        13619             RP11                             lincRNA -0.147991   4.295616
1429         1800            L1TD1                      protein_coding  0.157922  -1.424993
1430         2400            S1PR1                      protein_coding  0.213405  -0.989604
1431         1657            MAGOH                      protein_coding  0.135454   0.766587
1432        17033            RELL2                      protein_coding  0.123702   2.767236
1433         3751             RP11                             lincRNA -0.130271   4.923234
1434         8115        ALDH7A1P2                processed_pseudogene  0.136445   4.271752
1435          565         EIF1AXP1                processed_pseudogene  0.135773   1.601291
1436        15192             RP11                processed_pseudogene  0.140256   2.142172
1437         9303           D2HGDH                      protein_coding  0.142733   2.075805
1438         1745             DAB1                      protein_coding -0.130667   5.150043
1439         7018              NaN                             lincRNA -0.133290   0.672032
1440         6484             DYSF                      protein_coding  0.133172   1.021936
1441        12045         EEF1A1P8                processed_pseudogene -0.132354   7.770988
1442        18488        RN7SL353P                            misc_RNA -0.130584   3.768055
1443         8125         AC013410                processed_pseudogene  0.127618  -0.062782
1444         1505         CYP4A26P              unprocessed_pseudogene  0.159338  -1.286769
1445         1203             RP11                processed_pseudogene  0.177438  -0.963513
1446         7811             RNU6                               snRNA -0.138033   3.195690
1447         9182            Y_RNA                            misc_RNA  0.144361   0.413240
1448          867           snoU13                              snoRNA  0.123943   0.140197
1449         9784         EPM2AIP1                      protein_coding -0.125811   6.734171
1450         6080             RP11                           antisense -0.124670   2.333548
1451        10078              NaN                               miRNA  0.163665   1.139021
1452        12856             RP11                             lincRNA  0.163445  -1.255534
1453         1040              NaN                            misc_RNA  0.121073   2.096222
1454        16835             RNU6                               snRNA  0.139603   8.519050
1455         4007            Y_RNA                            misc_RNA -0.126725   6.016058
1456         1177              RP5                             lincRNA  0.127859   5.951391
1457        10247         MIR135A1                               miRNA -0.149211   1.445107
1458         1383            KDM4A                           antisense  0.135165   2.894129
1459         2408             RNU6                               snRNA -0.141103   4.949285
1460        18406              NaN                             lincRNA  0.144090   4.287798
1461        15326             RP11                      sense_intronic  0.189486  -1.452303
1462         3858           DNM3OS                           antisense -0.129559   4.349000
1463         6120          TCEB2P3                processed_pseudogene  0.176209  -1.296855
1464        15252              CTD                             lincRNA -0.142366   7.148042
1465          269             PER3                      protein_coding -0.140277   7.640145
1466         5085           RPS7P5                processed_pseudogene -0.139222  -1.097379
1467        16034            PAPD4                      protein_coding  0.150084   0.945882
1468        14315           POU4F2                      protein_coding -0.239330  -1.751575
1469          686            NBPF3                      protein_coding -0.164507   0.214846
1470         8312              NaN                           antisense -0.145392  -1.088492
1471         8915         AC114765                             lincRNA  0.129877   3.361974
1472        12213          ATP13A4                           antisense -0.124407   7.197586
1473        17400              CTB                           antisense  0.134830  -0.444671
1474         3729            FMO8P              unprocessed_pseudogene -0.133022   3.773763
1475         7307              TTL                      protein_coding -0.119401   3.697301
1476         9419            ARPC4                      protein_coding  0.121459   2.029576
1477         3708             RP11                processed_pseudogene -0.129664   2.973886
1478         9591         AC132807                             lincRNA -0.169790   5.502500
1479        15420              CTD                processed_pseudogene -0.154500   2.946930
1480         8104              NaN                                 TEC -0.129187   4.696238
1481        18750            SPDEF                      protein_coding  0.165720  -1.230071
1482        15918              CTC                           antisense  0.136050  -0.758227
1483         4637            TGFB2                      protein_coding  0.142525  10.555637
1484        12050            HTR3E                           antisense  0.137507  -0.036013
1485         4629        LINC00210                             lincRNA -0.125947   4.913981
1486        18641             PBX2                      protein_coding  0.119069   7.669334
1487         3996             RP11                             lincRNA -0.124738   4.838415
1488         7367         AC010982                             lincRNA -0.145673  -1.500114
1489        14064        LINC01091                             lincRNA  0.128387   0.735846
1490         7116         AC018880                processed_pseudogene  0.169381  -1.658541
1491         3320            FLAD1                      protein_coding -0.123031   8.517633
1492        11806             RP11                           antisense  0.136413   6.385630
1493        18994           GTPBP2                      protein_coding  0.135183   8.654031
1494         2578             RP11                   sense_overlapping  0.200657  -0.909829
1495         8565             RP11                             lincRNA  0.120258   1.378579
1496         7501         AC006011                processed_pseudogene  0.117583   8.102591
1497        13752          DNAJB14                      protein_coding  0.153725  -1.288005
1498          535            EPHA2                      protein_coding  0.131926   1.261828
1499        16598          RPSAP37                processed_pseudogene -0.126611   3.975697
1500         3702             RP11                processed_pseudogene -0.126098   5.521246
1501          992              RP4                             lincRNA -0.124036   5.626630
1502         7261         AC108938              unprocessed_pseudogene -0.125817  -0.569192
1503        16998          SLC25A2                      protein_coding -0.121178   7.980997
1504        12014           ATP11B                      protein_coding -0.121726   5.852148
1505         4937         C1orf131                      protein_coding  0.134724   4.178212
1506        16787          C5orf20                      protein_coding  0.160239   1.422075
1507         7207         AC010095                           antisense  0.132350   0.958600
1508         9790             RNU6                               snRNA -0.124449   4.512544
1509          731              RP1                           antisense -0.129191   7.438763
1510        15990              NaN                      protein_coding  0.133381   0.299061
1511         7439           CLASP1                      protein_coding  0.120515   1.396920
1512        12544             RP11                             lincRNA -0.116377   3.326948
1513         7428         AC073257                             lincRNA -0.122509   5.333261
1514         9079             PTMA                      protein_coding  0.128226   5.879577
1515         4161             RP11                             lincRNA  0.149718   0.389589
1516         6708            PTCD3                      protein_coding -0.121854   3.036399
1517         5302           OR2T35                      protein_coding -0.133023   2.804711
1518         8635         AC007383                processed_pseudogene  0.192895  -0.940933
1519         5916            PRKD3                      protein_coding  0.136265   3.401484
1520         2075            LPHN2                      protein_coding  0.141374   2.563203
1521        11838             SKIL                      protein_coding  0.138001   8.674976
1522        17478             RP11                           antisense  0.142435   9.017478
1523         7565          CCDC115                      protein_coding  0.132597   8.540590
1524         8318            FSIP2                      protein_coding  0.122129   7.622491
1525        16660              NaN                                 TEC  0.148666  -0.680575
1526         4928        RN7SL837P                            misc_RNA  0.125626   4.037596
1527         4789             RP11                processed_pseudogene -0.129034   5.873847
1528         8763         AC012668                             lincRNA -0.123854   5.211791
1529         6450         AC022201                           antisense  0.138886   1.633391
1530         3045              NaN       bidirectional_promoter_lncRNA  0.123547   4.251933
1531        11387            COPB2                      protein_coding -0.124375  -0.413057
1532         1703            MROH7                      protein_coding -0.127133   1.920112
1533         2032         HSPE1P25                processed_pseudogene  0.134695  -0.220056
1534         4243             RNU6                               snRNA  0.126229  -0.474150
1535        18444          SNORA48                              snoRNA  0.141812  -1.198751
1536        16511              CTC                             lincRNA  0.143888   0.471651
1537        12007             RP11                processed_pseudogene -0.297735  -1.931463
1538        12074             CHRD                      protein_coding -0.131912   6.203509
1539         7841         AC113610                             lincRNA  0.139533   0.708649
1540        18456           TRIM39                      protein_coding  0.135579   2.357500
1541         4882           FTH1P2                processed_pseudogene -0.139123   0.300897
1542        11476         RPL21P39                processed_pseudogene  0.133981   1.151092
1543        18208              NaN                      protein_coding  0.132063   9.681688
1544        18570            Y_RNA                            misc_RNA  0.133232  -0.100239
1545         6751         AC093616  transcribed_unprocessed_pseudogene  0.128941  10.343154
1546         8045          NOSTRIN                      protein_coding -0.125024   4.877880
1547         9553             EAF1                           antisense  0.142682  -0.202640
1548        13454            NUP54                      protein_coding  0.120133   0.938358
1549        11792             RP11                processed_pseudogene  0.130785   4.041826
1550         9409          THUMPD3                      protein_coding -0.115786   4.630487
1551        15963           BIN2P2                processed_pseudogene -0.162335  -1.109038
1552         7031          ATP5BP1                processed_pseudogene  0.193166  -1.061726
1553        14100          FOSL1P1                processed_pseudogene  0.122900   2.686743
1554         9329           RPS8P6                processed_pseudogene  0.175738  -0.535231
1555        10902             RP11                processed_pseudogene  0.162284   0.644014
1556        10829            TRAT1                      protein_coding  0.124647   1.715254
1557         3895         SERPINC1                      protein_coding  0.114040   4.096328
1558        11227              NaN                               snRNA -0.125474   4.820032
1559        17609            DDX41                      protein_coding  0.130217   1.647861
1560         6660         RPL12P18                processed_pseudogene  0.124957   2.139987
1561        11066           SNORA5                              snoRNA  0.141408  -0.222095
1562         6186         PRORSD1P      transcribed_unitary_pseudogene  0.139213   2.921395
1563         9505           NUP210                      protein_coding  0.122500   1.949959
1564        14384             RP11                processed_transcript  0.150821  -0.598353
1565        13833            GIMD1                      protein_coding  0.143777   0.903668
1566         5909         AC007899                processed_pseudogene  0.127126   2.342193
1567         9959             RP11                             lincRNA  0.133634   0.688828
1568        15044              NaN                                 TEC  0.127209   0.114456
1569        16972         AC005754                             lincRNA  0.199222  -1.626850
1570        11150             RP11                             lincRNA -0.123347   5.563254
1571         4406            NUAK2                      protein_coding  0.133429  -1.056174
1572         9259             GPC1                      protein_coding  0.133415  -0.527195
1573        15964             RP11                processed_pseudogene  0.133763   1.025268
1574         9405           SRGAP3                             lincRNA  0.131341   3.050800
1575         7423         TMEM185B                      protein_coding  0.140979   1.229068
1576        11572         FAM188B2                      protein_coding -0.123721   4.754723
1577         4267          CACNA1S                      protein_coding -0.131118   4.870109
1578         8981           COL4A3                      protein_coding -0.120134   7.847264
1579        11265             RP11                   sense_overlapping  0.122411   2.647537
1580         2623          SLC16A1                      protein_coding -0.116084   6.047024
1581         3021             RP11  transcribed_unprocessed_pseudogene  0.136699   3.445544
1582         7546           RHOQP3                processed_pseudogene  0.124011  -0.159125
1583        11614          C3orf79                             lincRNA -0.121498   5.711411
1584        15991            ZBED3                      protein_coding  0.121841   1.636943
1585        16784              CTC                             lincRNA  0.156675  -0.600999
1586         8630          SNORD51                              snoRNA -0.128922   2.788992
1587        14704             RP11                processed_pseudogene  0.123021   3.633973
1588         5242          OR14L1P  transcribed_unprocessed_pseudogene  0.141564  -1.260270
1589        17961             RP11                      protein_coding  0.142525   1.734287
1590        17589             NSD1                      protein_coding  0.127543  -0.049042
1591         2512            GSTM1                      protein_coding  0.143076  -0.335493
1592        11044            KPNA1                      protein_coding -0.136635   4.654457
1593         9761         AC018359                             lincRNA -0.122495   5.992461
1594        10337             RNU6                               snRNA  0.133552   2.866647
1595         3760              RP1                           antisense -0.124462   5.136288
1596        18876            MOCS1                      protein_coding -0.124288   8.647155
1597         5056             RYR2                      protein_coding -0.120892   3.940597
1598        17094              NaN                      protein_coding  0.147382   2.347186
1599        12937        RNA5SP159                     rRNA_pseudogene  0.139381   0.031093
1600         7745         MTND2P19              unprocessed_pseudogene -0.135981   0.651721
1601          847            CEP85                      protein_coding -0.138381   0.304545
1602         8813          CXCR2P1  transcribed_unprocessed_pseudogene -0.140314  -1.310084
1603        10827             RP11              unprocessed_pseudogene  0.136552   1.225338
1604         9348            IL5RA                      protein_coding  0.132996   8.919235
1605        11940             RP11                             lincRNA  0.149809   0.933494
1606        10258            PBRM1                      protein_coding -0.129540  -0.535835
1607         9599          MIR4791                               miRNA  0.146291  -1.516169
1608         4763             RNU6                               snRNA  0.121863   0.933843
1609        15801              CTD                             lincRNA  0.188218  -0.911197
1610         6364         AC007389                             lincRNA  0.125665  -0.058153
1611         1576            Y_RNA                            misc_RNA  0.134613  10.235802
1612        13893             RP11                           antisense  0.157542  -0.643684
1613        10878             RP11                             lincRNA  0.113157   5.308077
1614         1880             RNU4                               snRNA  0.150075   4.049892
1615          609           TAS1R2                      protein_coding  0.149705  -0.023841
1616        18877           TUBBP9    transcribed_processed_pseudogene -0.129668   5.226269
1617         2971             RP11              unprocessed_pseudogene  0.124905  -1.111380
1618         9152         AC114812    transcribed_processed_pseudogene  0.133064   0.614485
1619         6148          MIR4431                               miRNA -0.136198   9.119258
1620         1293         GTF2F2P2                processed_pseudogene  0.173074   0.354170
1621        11467         GAPDHP47                processed_pseudogene  0.116330   5.040942
1622         3498            OR6K6                      protein_coding  0.133896   2.023984
1623         7509            UGGT1                      protein_coding  0.152596   0.513298
1624         4958             RP11                             lincRNA -0.120485   4.463840
1625        13098          SNORA26                              snoRNA -0.151965  -0.933916
1626        14568          TMEM192                      protein_coding  0.131756   2.465173
1627        15153           ZNF622                      protein_coding  0.196907   0.322527
1628         8379             NAB1                      protein_coding  0.128433   4.191764
1629         4259          RPL34P6                processed_pseudogene  0.132588   5.671054
1630        10210        RNA5SP132                     rRNA_pseudogene  0.133486   0.513229
1631          610             RP13                      protein_coding  0.138140  -0.017152
1632        10748             RNU6                               snRNA  0.129716   0.823123
1633        11101          OR7E93P              unprocessed_pseudogene  0.136429   0.695872
1634         9366          RNF10P1                processed_pseudogene  0.132678   2.435731
1635        10295          SNORA26                              snoRNA  0.183986  -0.259164
1636         2818              NaN              unprocessed_pseudogene  0.134410  -1.042251
1637         1695              RP4                             lincRNA  0.153331  -0.535622
1638         3128            SNX27                      protein_coding  0.127786   0.937155
1639         7567           PTPN18                      protein_coding  0.134469   4.348980
1640        15291           LSP1P3                processed_pseudogene -0.132504   0.687257
1641        13461             RNU6                               snRNA  0.129735  -1.353762
1642        13400              IL8                      protein_coding -0.124070   5.319201
1643        12276           SDHAP2  transcribed_unprocessed_pseudogene -0.128211   6.455621
1644         1519             STIL                      protein_coding -0.124366   5.720427
1645        11865           FNDC3B                      protein_coding -0.143873  -1.272529
1646         7417         AC012363                processed_pseudogene -0.125801   6.190527
1647         1588             RP11                           antisense  0.127061   0.305791
1648        18606               C2                      protein_coding  0.150131  -0.781656
1649         8283          NEUROD1                      protein_coding  0.116669   4.617227
1650         6411              NaN              polymorphic_pseudogene -0.180848  -0.970736
1651        17234            NMUR2                      protein_coding -0.125178   3.226381
1652        17381              CTC                             lincRNA  0.132591   7.282767
1653         7327            IL36A                      protein_coding  0.134089   0.642896
1654         6553          CCDC142                      protein_coding -0.128169   5.726979
1655         4969            KCNK1                      protein_coding -0.141650  -1.394828
1656          680        PPP1R11P1                processed_pseudogene  0.124897   0.250911
1657         4046             RP11                             lincRNA  0.140646   1.198636
1658         8955            WDFY1                      protein_coding  0.137296   3.798199
1659         3463         MRPS21P2                processed_pseudogene  0.147829   0.238677
1660         6413             GKN1                      protein_coding  0.122883   0.966310
1661         6859           IGKV3D                           IG_V_gene  0.126758   7.352448
1662         6335              NaN                               miRNA -0.130643   4.620211
1663         7547         AC018804    transcribed_processed_pseudogene  0.131029  10.249536
1664        14414             RP11  transcribed_unprocessed_pseudogene  0.129518   5.617334
1665         2921         AC253578                      protein_coding -0.116174   2.362685
1666         4119              GS1                             lincRNA -0.125887   2.983141
1667        12252         AC090505                             lincRNA  0.124644   0.923591
1668         1367             TIE1                      protein_coding  0.138814   0.735176
1669        14484             RP11                processed_pseudogene -0.121326   5.873553
1670         3753            CREG1                      protein_coding  0.181100  -1.122232
1671        10844          H3F3AP3                processed_pseudogene  0.132804   2.032139
1672         7804         AC093084                processed_pseudogene  0.137048   2.142283
1673        17415         SLC2A3P1                processed_pseudogene  0.216576  -0.436706
1674         9395         OR7E122P  transcribed_unprocessed_pseudogene -0.125494   6.943100
1675        15239              CTD                             lincRNA  0.131664   1.661814
1676         7376         AC062016                processed_pseudogene -0.120818   0.115223
1677         6337         AC007365                             lincRNA -0.120245   3.503701
1678         4014             RP11                           antisense -0.127274   4.229345
1679        18999              RP1                             lincRNA -0.128898   4.700840
1680        18972            TTBK1                      protein_coding  0.119532   6.671032
1681         5682            CENPO                      protein_coding  0.158398   0.153891
1682          517             RP11                processed_pseudogene  0.124799   3.845508
1683        10701           OR5H8P              polymorphic_pseudogene -0.121076   3.274849
1684         8967          MIR4439                               miRNA  0.147155   0.582160
1685         3237           S100A3                      protein_coding  0.130771   0.662577
1686         9485            PPARG                      protein_coding  0.115791   3.099499
1687          890          SNRPEP7                processed_pseudogene  0.145517  -1.128800
1688        11530           TM4SF1                           antisense -0.151346   0.437208
1689        17235              CTC                processed_pseudogene -0.140255   1.535951
1690        15633          MIR5687                               miRNA  0.132269   4.645843
1691         3050        RN7SL480P                            misc_RNA  0.136024  -1.145944
1692        13725           TBCAP3    transcribed_processed_pseudogene  0.146167  -0.126384
1693        12228             HES1                      protein_coding -0.127833   4.345731
1694        13051             ZAR1                      protein_coding -0.154340  -0.414596
1695        11099         OR7E130P              unprocessed_pseudogene  0.128682   0.080129
1696         1925              NaN                             lincRNA  0.129106   2.744150
1697        13638            PPM1K                      protein_coding -0.201451   2.874705
1698         8626           GCSHP3                processed_pseudogene  0.210488  -0.197938
1699          978            SRSF4                      protein_coding -0.119514   5.915724
1700        17140           SH3TC2                      protein_coding -0.119468   3.544685
1701        10125             USP4                      protein_coding -0.123806   5.787890
1702        10501        LINC00870                             lincRNA  0.147416   0.332012
1703        18637             RNF5                      protein_coding  0.128570   2.451652
1704        18609              NaN                           antisense  0.138563   0.130786
1705        12591             RP11                processed_pseudogene -0.121363   6.709992
1706        14321          MIR548G                               miRNA -0.120953   6.307034
1707         3515           OR10J3              polymorphic_pseudogene  0.142702   0.874987
1708        18489            HCG20                             lincRNA  0.132685   3.321427
1709          605          KLHDC7A                      protein_coding  0.126860   4.194736
1710         2767             REG4                      protein_coding -0.126539   6.492159
1711        16352          C5orf30                      protein_coding  0.134828   4.172931
1712         6349         AC007386                           antisense -0.184529  -1.555489
1713           19              NaN              unprocessed_pseudogene -0.126327   1.983782
1714        17785              RP4                           antisense  0.166217  -1.088532
1715        18735              RP3                             lincRNA -0.128048   1.296952
1716         6089            EPCAM                      protein_coding  0.127903   0.279632
1717         5842         AL133249                             lincRNA  0.131700   7.801327
1718        13235         MTND6P16              unprocessed_pseudogene -0.169512  -0.703000
1719         5567         AC104623                           antisense  0.120963   9.187086
1720         7772             RP11                           antisense  0.123291   2.185786
1721        11353             RP11                             lincRNA  0.115521   4.516027
1722        13403           PPBPP1  transcribed_unprocessed_pseudogene -0.123130   1.031520
1723         7575            CFC1B                      protein_coding -0.148254  -1.468438
1724        15558             RP11                             lincRNA -0.127561   3.895285
1725        16723            FSTL4                      protein_coding  0.149328  -1.245510
1726         8711              RPE                      protein_coding  0.149120  -1.362167
1727        13201             RP11                             lincRNA  0.151334  -1.195542
1728        12921            Y_RNA                            misc_RNA  0.124313   0.981720
1729        13106              NaN                      protein_coding -0.172550  -0.827878
1730        13136        RN7SL822P                            misc_RNA  0.114616   6.524979
1731        14318             RP11                             lincRNA  0.145772   1.633601
1732         9095              NaN              unprocessed_pseudogene  0.137388   0.689512
1733        10008            TDGF1                      protein_coding  0.119437   2.480719
1734         6427            ANXA4                      protein_coding -0.126072   3.052755
1735        13807             RP11                             lincRNA  0.132096  -0.146126
1736        11468          ST13P15                processed_pseudogene  0.148322  -1.310780
1737        12507          OR7E43P              unprocessed_pseudogene  0.128153   1.849160
1738         6425             RP11                processed_pseudogene  0.119461   1.606346
1739        10974         ARHGAP31                           antisense  0.124147   3.350595
1740         5295          OR2AS1P              unprocessed_pseudogene -0.133861   5.344917
1741         3384             RP11                           antisense  0.156599  -1.158848
1742            6          FAM138A                             lincRNA  0.137307   3.855825
1743         9233        LINC01107                             lincRNA -0.122088   5.706401
1744        11151             RP11                             lincRNA -0.125508   6.216020
1745         8018         AC009495                             lincRNA  0.139323   1.958437
1746        16067             RP11                processed_pseudogene -0.119681   4.906050
1747        12142           RPL39L                      protein_coding  0.119292   1.295430
1748        15927              CTD                             lincRNA -0.136119  -1.195102
1749         3266          SLC39A1                      protein_coding -0.145959   0.854934
1750        17154            IL17B                      protein_coding -0.119165  -0.093285
1751         9220          FAM132B                      protein_coding  0.117332   5.181082
1752         5427           U91324                             lincRNA  0.175981  -0.659823
